section,chunk,category,id,status
atom,9,knowledge,Nguyên lý hoạt động của trí nhớ và Lợi ích của việc hồi tưởng,DONE
atom,9,knowledge,"Chiến lược thực hành ""Remember to Remember"" (Nhắc nhớ để ghi nhớ)",DONE
atom,9,evidence,da-chi-ra-ro,DONE
atom,9,story,Một người mẹ mới ly hôn-mot-nguoi-me-khac,DONE
atom,9,quote,chi-cach-dat-hoi,DONE
vivid,10,vivid_circumstance,"Người cha mẹ muốn giúp con nhận thức tính tạm thời của cảm xúc khi con đang bị mắc kẹt và choáng ngợp bởi sự tức giận, sợ hãi hoặc buồn bã.",DONE
atom,10,insight,"Sự nhầm lẫn giữa ""Cảm thấy"" và ""Là"" (State vs. Trait)",DONE
vivid,10,vivid_insight,"Sự nhầm lẫn giữa ""Cảm thấy"" và ""Là"" (State vs. Trait)",DONE
atom,10,knowledge,"Mô hình ""Đám mây cảm xúc"" (Thời tiết của tâm trí)",DONE
vivid,10,vivid_knowledge,"Mô hình ""Đám mây cảm xúc"" (Thời tiết của tâm trí)",DONE
atom,10,knowledge,Cách áp dụng chiến lược theo từng độ tuổi,DONE
atom,10,evidence,mot-cam-xuc-trung,DONE
atom,10,story,Một cô bé và bố-nguoi-dang-ngoi-canh,DONE
atom,10,quote,so-hai-vong-va,DONE
atom,10,quote,con-mua-la-co,DONE
atom,11,insight,Trẻ thiếu từ vựng để gọi tên và nhận diện các sắc thái cảm xúc phức tạp,DONE
vivid,11,vivid_insight,Trẻ thiếu từ vựng để gọi tên và nhận diện các sắc thái cảm xúc phức tạp,DONE
atom,11,knowledge,"Phương pháp SIFT (Sensations, Images, Feelings, Thoughts)",DONE
vivid,11,vivid_knowledge,"Phương pháp SIFT (Sensations, Images, Feelings, Thoughts)",DONE
atom,11,evidence,tuong-tac-hai-chieu,DONE
atom,11,story,Mẹ và con-vao-mot-khoang-thoi,DONE
atom,11,quote,cach-day-tre-sift,DONE
atom,12,insight,Bất lực khi con bị cảm xúc tiêu cực nuốt chửng,DONE
atom,12,knowledge,"Thực hành Mindsight (Tâm trí) để quay về ""Trục bánh xe""",DONE
vivid,12,vivid_knowledge,"Thực hành Mindsight (Tâm trí) để quay về ""Trục bánh xe""",DONE
atom,12,evidence,viec-tap-trung-chu,DONE
atom,12,story,Andrea và Nicole-truoc-buoi-bieu-dien,DONE
atom,12,quote,hay-tim-cach-giup,DONE
atom,13,insight,Kiet Suc Vi Nuoi Day Thieu Niem Vui,DONE
atom,13,knowledge,Vai trò của Dopamine và Niềm vui trong việc gắn kết,DONE
atom,13,knowledge,Công thức Toán học của Tình Anh Em (Niềm vui > Xung đột),DONE
atom,13,knowledge,"Tăng cường ""Yếu tố Vui vẻ"" để chuyển hóa trạng thái (Shift State of Mind)",DONE
atom,13,evidence,nguy-hiem-thuc-giua,DONE
atom,13,evidence,nha-khoa-hoc-ve,DONE
atom,13,quote,neu-ban-muon-phat,DONE
vivid,14,vivid_circumstance,Người làm cha mẹ muốn rèn luyện kỹ năng giải quyết mâu thuẫn cho con khi trẻ xảy ra xung đột với người khác.,DONE
atom,14,insight,Né tránh và mệt mỏi với các cuộc xung đột của con,DONE
atom,14,knowledge,Dạy trẻ nhìn qua lăng kính của người khác,DONE
atom,14,knowledge,Lắng nghe những điều không được nói ra (Giao tiếp phi ngôn ngữ),DONE
atom,14,knowledge,Dạy trẻ cách sửa chữa và hàn gắn,DONE
atom,14,story,Mẹ và con gái-ban-dang-lam-viec,DONE
atom,14,quote,qua-thuong-xuyen-ta,DONE
