section,chunk,category,id,status
atom,2,insight,Nỗi lo sợ rằng việc áp dụng sai phương pháp kỷ luật đối đầu trực diện sẽ kích động sự phản kháng dữ dội ở con và phá vỡ sự cân bằng của hệ thống giác quan nhạy cảm ở trẻ.,PENDING
atom,2,knowledge,Tính bất biến và tầm quan trọng không thể đảo ngược của sự phát triển thể chất và tinh thần trong những năm tháng đầu đời,PENDING
vivid,2,vivid_knowledge,Tính bất biến và tầm quan trọng không thể đảo ngược của sự phát triển thể chất và tinh thần trong những năm tháng đầu đời,PENDING
atom,2,knowledge,Nguyên lý điều hợp hành vi gián tiếp thông qua sự nhất quán và nhịp điệu sinh hoạt gia đình,PENDING
vivid,2,vivid_knowledge,Nguyên lý điều hợp hành vi gián tiếp thông qua sự nhất quán và nhịp điệu sinh hoạt gia đình,PENDING
atom,2,knowledge,Quy tắc bảo vệ giác quan và điều hòa năng lượng phát triển trí năng sớm cho trẻ nhạy cảm,PENDING
vivid,2,vivid_knowledge,Quy tắc bảo vệ giác quan và điều hòa năng lượng phát triển trí năng sớm cho trẻ nhạy cảm,PENDING
atom,2,evidence,prenatal-alcohol-exposure-liver-damage-and-emotional-dysregulation-in-children,PENDING
atom,2,story,"Tác giả Barbara J. Patterson, cô con gái hoạt bát, cậu con trai nhạy cảm và cô bé nhận nuôi Wanda-ap_dung_nhip_dieu_bao_ve_giac_quan_va_nhan_nuoi_co_be_wanda_mang_ton_thuong_bam_sinh",PENDING
atom,2,quote,learned-consistency-rhythm-own-daughter-confrontational-discipline,PENDING
atom,2,quote,protect-child-senses-sensitive-early-intellectual-development,PENDING
atom,2,quote,wanda-liver-damaged-early-years-cannot-undo,PENDING
vivid,3,vivid_circumstance,"""Người"" muốn thiết lập một chương trình giáo dục mầm non quy mô gia đình khi các cơ sở mầm non truyền thống thiếu đi sự bảo bọc cảm quan và không gian sinh hoạt ấm áp của một mái ấm thực tế cho con trẻ dưới bảy tuổi.",PENDING
atom,3,insight,"Nỗi sợ rằng các môi trường mầm non mang tính học thuật công nghiệp và thiếu đi không gian sinh hoạt gia đình ấm áp sẽ làm biến dạng các giác quan mỏng manh, triệt tiêu trí tưởng tượng mơ màng và lấy đi cảm giác an tâm nguyên bản của trẻ dưới bảy tuổi.",PENDING
atom,3,knowledge,Khái niệm Giáo dục mầm non là nghệ thuật sống và giá trị cốt lõi của mô hình vườn trẻ quy mô gia đình (Home Program) đối với trẻ dưới bảy tuổi,PENDING
vivid,3,vivid_knowledge,Khái niệm Giáo dục mầm non là nghệ thuật sống và giá trị cốt lõi của mô hình vườn trẻ quy mô gia đình (Home Program) đối với trẻ dưới bảy tuổi,PENDING
atom,3,knowledge,Quy trình thiết kế và vận hành vườn trẻ tại gia lấy cảm hứng từ Waldorf đạt tiêu chuẩn sư phạm an toàn cho trẻ dưới bảy tuổi,PENDING
vivid,3,vivid_knowledge,Quy trình thiết kế và vận hành vườn trẻ tại gia lấy cảm hứng từ Waldorf đạt tiêu chuẩn sư phạm an toàn cho trẻ dưới bảy tuổi,PENDING
atom,3,evidence,early-childhood-institutional-stress-and-sensory-overload-anxiety-levels,PENDING
atom,3,story,Nhà giáo dục mầm non Barbara J. Patterson và các gia đình tại Chicago-thanh_lap_va_van_hanh_vuon_tre_gia_dinh_river_park_childrens_garden_suot_tam_nam,PENDING
atom,3,quote,these-early-experiences-led-me-into-my-career-as-a-teacher,PENDING
atom,3,quote,realized-perfect-place-for-such-a-program-lower-floor-river-park,PENDING
atom,3,quote,career-continues-to-evolve-in-sixties-parent-and-teacher,PENDING
vivid,4,vivid_circumstance,"""Người"" muốn bảo vệ môi trường cảm quan của con khi con trẻ dưới bảy tuổi tiếp nhận vô điều kiện các kích thích nhân tạo từ môi trường hiện đại mà không có màng lọc tự thân.",PENDING
atom,4,insight,"Nỗi sợ hãi tột cùng rằng sự tràn ngập của các kích thích nhân tạo, thiết bị điện tử và nếp sống hối hả sẽ ""xâm lấn"" và hủy hoại thế giới cảm giác thuần khiết của con, để lại những dị tật ẩn giấu trong cấu trúc thể chất thực thể suốt đời.",PENDING
vivid,4,vivid_insight,"Nỗi sợ hãi tột cùng rằng sự tràn ngập của các kích thích nhân tạo, thiết bị điện tử và nếp sống hối hả sẽ ""xâm lấn"" và hủy hoại thế giới cảm giác thuần khiết của con, để lại những dị tật ẩn giấu trong cấu trúc thể chất thực thể suốt đời.",PENDING
atom,4,knowledge,Khái niệm trẻ nhỏ là một cơ quan cảm giác mở hoàn toàn và cơ chế hấp thụ vô điều kiện thế giới xung quanh của trẻ dưới bảy tuổi,PENDING
vivid,4,vivid_knowledge,Khái niệm trẻ nhỏ là một cơ quan cảm giác mở hoàn toàn và cơ chế hấp thụ vô điều kiện thế giới xung quanh của trẻ dưới bảy tuổi,PENDING
atom,4,knowledge,Nguyên lý chuyển hóa sinh học của các ấn tượng cảm quan thành cấu trúc thể chất thực thể và mạng lưới thần kinh não bộ của trẻ,PENDING
vivid,4,vivid_knowledge,Nguyên lý chuyển hóa sinh học của các ấn tượng cảm quan thành cấu trúc thể chất thực thể và mạng lưới thần kinh não bộ của trẻ,PENDING
atom,4,knowledge,Quy tắc thanh lọc các kích thích cảm giác nhân tạo và thiết lập chiếc kén bảo vệ giác quan cho trẻ dưới bảy tuổi,PENDING
vivid,4,vivid_knowledge,Quy tắc thanh lọc các kích thích cảm giác nhân tạo và thiết lập chiếc kén bảo vệ giác quan cho trẻ dưới bảy tuổi,PENDING
atom,4,evidence,early-screen-exposure-and-frontal-lobe-myelination-damage-in-preschool-children,PENDING
atom,4,story,Đứa trẻ mầm non bước ra thế giới hằng ngày và bài thơ của Walt Whitman-tre_nho_vô_thức_hấp_thụ_và_biến_mọi_ấn_tượng_môi_trường_thành_chính_thực_thể_mình,PENDING
atom,4,quote,children-take-into-themselves-everything-experience-in-environment,PENDING
atom,4,quote,up-to-seven-children-are-almost-entirely-sense-organ,PENDING
atom,4,quote,there-was-a-child-went-forth-every-day-first-object-he-became,PENDING
atom,4,quote,expressions-of-soul-transformed-into-organic-bodily-constitution,PENDING
atom,4,quote,experiences-exert-dramatic-and-precise-impact-on-neural-circuits,PENDING
vivid,5,vivid_circumstance,"""Người"" muốn hỗ trợ con làm chủ các mốc vận động thể chất đầu đời khi con trẻ dưới ba tuổi đang tập lẫy, bò, đứng và đi.",PENDING
atom,5,insight,"Nỗi lo sợ rằng việc can thiệp thô bạo bằng các thiết bị hỗ trợ đứng hoặc đi sớm sẽ cản trở sự phát triển tự nhiên, gây lệch trục xương khớp non yếu và làm tổn hại đến liên kết thần kinh não bộ của con trong những năm đầu đời.",PENDING
atom,5,knowledge,Khái niệm Growing Down (Hạ mình xuống Trái Đất) và tiến trình myelin hóa hệ thần kinh vận động từ đầu xuống chân của trẻ nhỏ,PENDING
vivid,5,vivid_knowledge,Khái niệm Growing Down (Hạ mình xuống Trái Đất) và tiến trình myelin hóa hệ thần kinh vận động từ đầu xuống chân của trẻ nhỏ,PENDING
atom,5,knowledge,"Nguyên lý liên kết hữu cơ giữa kỹ năng vận động chéo (crawling) nhịp nhàng và sự phát triển ngôn ngữ, tư duy của trẻ",PENDING
vivid,5,vivid_knowledge,"Nguyên lý liên kết hữu cơ giữa kỹ năng vận động chéo (crawling) nhịp nhàng và sự phát triển ngôn ngữ, tư duy của trẻ",PENDING
atom,5,knowledge,Quy tắc tôn trọng nhịp độ phát triển vận động tự nhiên và dọn sạch các rào cản cơ học đối với trẻ dưới ba tuổi,PENDING
vivid,5,vivid_knowledge,Quy tắc tôn trọng nhịp độ phát triển vận động tự nhiên và dọn sạch các rào cản cơ học đối với trẻ dưới ba tuổi,PENDING
atom,5,evidence,baby-walker-use-and-developmental-coordination-deficits-in-infants,PENDING
atom,5,story,Cháu gái lớn của bà Barbara J. Patterson-tu_minh_tim_kiem_diem_can_bang_va_buoc_di_tu_lap_dau_tien,PENDING
atom,5,quote,follow-development-during-first-two-years-learns-to-sit-crawl-stand-walk,PENDING
atom,5,quote,walking-means-child-attains-equilibrium-within-cosmos-free-orientation,PENDING
atom,5,quote,crawling-rhythmical-pattern-affects-brain-development-how-child-learns,PENDING
atom,5,quote,best-not-to-use-mechanical-aids-to-produce-positions-child-cannot-attain,PENDING
vivid,6,vivid_circumstance,"""Người"" muốn bảo vệ thân nhiệt của con khi con trẻ dưới bảy tuổi chưa thể tự điều hòa hệ thống sinh lý trước sự thay đổi nhiệt độ của môi trường xung quanh.",PENDING
atom,6,insight,"Nỗi lo sợ rằng sự lơ là trong việc bảo vệ thân nhiệt sẽ bòn rút sinh lực tăng trưởng của con, làm suy giảm hệ miễn dịch thực thể và tước đi năng lực thấu cảm cảm xúc của trẻ khi lớn lên.",PENDING
atom,6,knowledge,Khái niệm Hơi ấm vật lý là chiếc kén bảo bọc tiến trình hóa thân của Cái Tôi,PENDING
vivid,6,vivid_knowledge,Khái niệm Hơi ấm vật lý là chiếc kén bảo bọc tiến trình hóa thân của Cái Tôi,PENDING
atom,6,knowledge,"Nguyên lý liên hệ mật thiết giữa hơi ấm sinh học, phản ứng sốt và sự hình thành năng lực hơi ấm tâm hồn ở tuổi trưởng thành",PENDING
vivid,6,vivid_knowledge,"Nguyên lý liên hệ mật thiết giữa hơi ấm sinh học, phản ứng sốt và sự hình thành năng lực hơi ấm tâm hồn ở tuổi trưởng thành",PENDING
atom,6,knowledge,Quy tắc bảo vệ thân nhiệt chủ động và thanh lọc cảm lạnh giác quan cho trẻ mầm non dưới bảy tuổi,PENDING
vivid,6,vivid_knowledge,Quy tắc bảo vệ thân nhiệt chủ động và thanh lọc cảm lạnh giác quan cho trẻ mầm non dưới bảy tuổi,PENDING
atom,6,evidence,infant-heat-loss-energy-expenditure-and-growth-retardation,PENDING
atom,6,story,Người mẹ và cô con gái nhỏ sáu tuổi-nguoi_me_giup_con_mac_quan_tuyet_khi_tre_khong_tu_nhan_biet_duoc_cai_lanh,PENDING
atom,6,quote,warmth-supports-life-foundation-of-all-health-development,PENDING
atom,6,quote,child-expend-own-energy-to-keep-warm-fewer-forces-for-growing,PENDING
atom,6,quote,fever-illnesses-in-childhood-grow-up-capacity-soul-physical-warmth-strong,PENDING
atom,6,quote,fever-acts-by-shaking-loosening-physical-body-help-Ego-form,PENDING
atom,6,quote,soul-warmth-friendly-reaction-fills-enthusiasm-stimulates-interchange,PENDING
vivid,7,vivid_circumstance,"""Người"" muốn thiết lập một trình tự sinh hoạt ổn định cho con khi con trẻ dưới bảy tuổi dễ rơi vào trạng thái bồn chồn, rối loạn nhịp sinh học và phản kháng trước những thay đổi đột ngột trong nếp sinh hoạt thường nhật.",PENDING
atom,7,insight,"Nỗi lo sợ rằng nếp sống thiếu trật tự và sự xáo trộn lịch trình thường nhật sẽ hủy hoại nhịp sinh học nội tại, đẩy con vào trạng thái căng thẳng quá tải thần kinh kéo dài và triệt tiêu cảm giác tin cậy nguyên bản của trẻ dưới bảy tuổi.",PENDING
atom,7,knowledge,Khái niệm Nếp sống có nhịp điệu sinh học là nền tảng an tâm tối thượng cho hệ thần kinh mầm non,PENDING
vivid,7,vivid_knowledge,Khái niệm Nếp sống có nhịp điệu sinh học là nền tảng an tâm tối thượng cho hệ thần kinh mầm non,PENDING
atom,7,knowledge,Nguyên lý điều hòa sinh học của các tuyến nội tiết và hệ tiêu hóa mầm non dựa trên nếp sinh hoạt thường nhật nhất quán,PENDING
vivid,7,vivid_knowledge,Nguyên lý điều hòa sinh học của các tuyến nội tiết và hệ tiêu hóa mầm non dựa trên nếp sinh hoạt thường nhật nhất quán,PENDING
atom,7,knowledge,Quy trình thiết kế và vận hành nếp sinh hoạt hít vào - thở ra (inhaling - exhaling) cân bằng tại gia đình cho trẻ mầm non,PENDING
vivid,7,vivid_knowledge,Quy trình thiết kế và vận hành nếp sinh hoạt hít vào - thở ra (inhaling - exhaling) cân bằng tại gia đình cho trẻ mầm non,PENDING
atom,7,evidence,household-arrhythmia-and-elevated-cortisol-stress-levels-in-young-children,PENDING
atom,7,story,Người mẹ tham gia lớp học của Barbara Patterson-chia_se_giai_phap_bat_dau_nho_de_thiet_lap_nhip_dieu_gia_dinh,PENDING
atom,7,quote,child-who-has-no-rhythm-traveler-constantly-jet-lagged,PENDING
atom,7,quote,regular-external-rhythms-internal-rhythms-develop-digestive-juices,PENDING
atom,7,quote,creating-rhythmical-home-life-eliminate-80-percent-discipline-problems,PENDING
atom,7,quote,young-child-requirement-for-outer-structure-vital-to-growth,PENDING
atom,7,quote,start-small-take-one-aspect-day-make-beautiful-rhythm,PENDING
vivid,8,vivid_circumstance,"""Người"" muốn thiết lập không gian chơi phù hợp cho con khi con trẻ dưới hai tuổi rưỡi đang ở giai đoạn khám phá các bộ phận cơ thể và bắt đầu thao tác với các đồ vật xung quanh. [7, 8]",PENDING
atom,8,insight,"Nỗi lo sợ rằng việc bủa vây con bằng những món đồ chơi hoàn hảo, rực rỡ nhân tạo sẽ bóp nghẹt trí tưởng tượng non nớt, làm tê liệt năng lực tư duy sáng tạo tự thân và ngăn cản tiến trình tự khám phá cơ thể sinh học của trẻ dưới hai tuổi rưỡi.",PENDING
atom,8,knowledge,Triết lý về đồ chơi đơn giản chưa định hình và tác động kích hoạt tiến trình kiến tạo não bộ mầm non của trẻ nhỏ,PENDING
vivid,8,vivid_knowledge,Triết lý về đồ chơi đơn giản chưa định hình và tác động kích hoạt tiến trình kiến tạo não bộ mầm non của trẻ nhỏ,PENDING
atom,8,knowledge,Nguyên lý đồng điệu sinh học giữa trò chơi vận động thể chất đầu đời và quá trình trao đổi chất của cơ thể mầm non,PENDING
vivid,8,vivid_knowledge,Nguyên lý đồng điệu sinh học giữa trò chơi vận động thể chất đầu đời và quá trình trao đổi chất của cơ thể mầm non,PENDING
atom,8,knowledge,Quy tắc tổ chức không gian chơi cảm quan tối giản và lựa chọn học liệu tự nhiên mở cho trẻ dưới hai tuổi rưỡi,PENDING
vivid,8,vivid_knowledge,Quy tắc tổ chức không gian chơi cảm quan tối giản và lựa chọn học liệu tự nhiên mở cho trẻ dưới hai tuổi rưỡi,PENDING
atom,8,evidence,electronic-toys-decrease-parent-child-verbal-interactions-and-toddler-language-growth,PENDING
atom,8,story,Bác sĩ trị liệu nhi khoa Alfred Nitschke và em bé mười tháng tuổi-thay_the_do_choi_bien_dang_de_phuc_hoi_the_chat_cho_em_be,PENDING
atom,8,quote,giving-child-pretty-doll-brain-stunted-dried-up,PENDING
atom,8,quote,small-child-piles-blocks-tumble-satisfaction-anabolic-catabolic,PENDING
atom,8,quote,toddlers-love-play-with-baskets-fill-and-dump,PENDING
atom,8,quote,infant-has-himself-observing-limbs-develops-no-toys,PENDING
atom,8,quote,mechanical-creatures-toy-market-provoke-brother-open-look,PENDING
vivid,9,vivid_circumstance,"""Người"" muốn thiết lập không gian chơi giả vờ cho con khi con trẻ từ hai tuổi rưỡi đến năm tuổi bắt đầu bộc lộ khả năng tưởng tượng và tự ý biến đổi công năng của các vật dụng sinh hoạt xung quanh [1].",PENDING
atom,9,insight,"Nỗi sợ hãi rằng việc ngăn cấm con tự do biến đổi công năng đồ vật hoặc áp đặt đồ chơi công nghiệp đúc sẵn sẽ bóp nghẹt năng lực tưởng tượng bay bổng, làm xơ cứng tư duy logic và cản trở sự tự tin sáng tạo của con khi bước vào tuổi học đường [1, 8].",PENDING
atom,9,knowledge,Triết lý trí tưởng tượng bay bổng mầm non là hạt mầm chuyển hóa thành năng lực tư duy logic và sáng tạo của người trưởng thành,PENDING
vivid,9,vivid_knowledge,Triết lý trí tưởng tượng bay bổng mầm non là hạt mầm chuyển hóa thành năng lực tư duy logic và sáng tạo của người trưởng thành,PENDING
atom,9,knowledge,Nguyên lý biến đổi công năng vật lý (transformation) để thỏa mãn nhu cầu kiến tạo thế giới của trẻ mầm non,PENDING
vivid,9,vivid_knowledge,Nguyên lý biến đổi công năng vật lý (transformation) để thỏa mãn nhu cầu kiến tạo thế giới của trẻ mầm non,PENDING
atom,9,knowledge,Quy tắc kiến thiết không gian chơi đóng vai mở và điều hợp dọn dẹp chuyển nhịp giàu tính nghệ thuật cho trẻ dưới bảy tuổi,PENDING
vivid,9,vivid_knowledge,Quy tắc kiến thiết không gian chơi đóng vai mở và điều hợp dọn dẹp chuyển nhịp giàu tính nghệ thuật cho trẻ dưới bảy tuổi,PENDING
atom,9,evidence,imaginative-play-executive-function-and-prefrontal-cortex-development-in-children,PENDING
atom,9,quote,around-three-first-fantasy-play-appears-make-believe-pretend-milestone,PENDING
atom,9,quote,forces-of-fantasy-which-in-early-childhood-build-up-organs-become-thinking,PENDING
atom,9,quote,unformed-toys-silks-wood-stands-encourage-imaginative-play-and-healthy-intellectual-growth,PENDING
atom,9,quote,dress-up-basket-silks-clips-allow-child-to-become-any-character-freely,PENDING
vivid,10,vivid_circumstance,"""Người"" muốn hỗ trợ con thực hiện các trò chơi có kế hoạch khi con trẻ từ năm đến bảy tuổi bắt đầu bộc lộ nhu cầu tạo ra các sản phẩm có mục đích rõ rệt [5].",PENDING
atom,10,insight,"Nỗi sợ hãi rằng sự nôn nóng dồn ép con học các kỹ năng trí năng (đọc, viết, toán) quá sớm trước mốc thay răng sẽ bòn rút sinh lực tăng trưởng, làm biến dạng cấu trúc thể chất thực thể và dập tắt động lực sáng tạo vĩnh viễn của con [2, 8].",PENDING
atom,10,insight,"Khát vọng mãnh liệt muốn định hình một ý chí kiên định, dũng khí hành động và tính tự lập xã hội thông qua các hoạt động lao động thực tế có mục đích rõ rệt cùng người lớn [9, 10, 16].",PENDING
vivid,10,vivid_insight,"Nỗi sợ hãi rằng sự nôn nóng dồn ép con học các kỹ năng trí năng (đọc, viết, toán) quá sớm trước mốc thay răng sẽ bòn rút sinh lực tăng trưởng, làm biến dạng cấu trúc thể chất thực thể và dập tắt động lực sáng tạo vĩnh viễn của con [2, 8].",PENDING
atom,10,knowledge,"Khái niệm ""Sự thay đổi năm sáu tuổi"" (six-year-old change / little puberty) và sự thức tỉnh của thế giới ý tưởng nội tâm tự thân của trẻ nhỏ",PENDING
vivid,10,vivid_knowledge,"Khái niệm ""Sự thay đổi năm sáu tuổi"" (six-year-old change / little puberty) và sự thức tỉnh của thế giới ý tưởng nội tâm tự thân của trẻ nhỏ",PENDING
atom,10,knowledge,Nguyên lý bảo toàn sinh lực thông qua mốc thay răng (change of teeth) của khoa học tinh thần Waldorf,PENDING
vivid,10,vivid_knowledge,Nguyên lý bảo toàn sinh lực thông qua mốc thay răng (change of teeth) của khoa học tinh thần Waldorf,PENDING
