section,chunk,category,id,status
vivid,5,vivid_circumstance,Người làm cha mẹ muốn xây dựng nền tảng tâm lý và cảm xúc vững chắc cho con khi đang cảm thấy kiệt sức và hoài nghi về ý nghĩa của việc nuôi dạy trẻ ở độ tuổi quá nhỏ.,DONE
atom,5,insight,Hoài nghi nỗ lực & Tội lỗi làm hỏng con,DONE
vivid,5,vivid_insight,Hoài nghi nỗ lực & Tội lỗi làm hỏng con,DONE
atom,5,knowledge,Ký ức cơ thể (Body Memory),DONE
vivid,5,vivid_knowledge,Ký ức cơ thể (Body Memory),DONE
atom,5,knowledge,Mô hình hoạt động nội tâm (Internal Working Model),DONE
vivid,5,vivid_knowledge,Mô hình hoạt động nội tâm (Internal Working Model),DONE
atom,5,knowledge,Tính dẻo dai của não bộ và Lòng trắc ẩn (Brain Malleability & Self-Compassion),DONE
atom,5,evidence,unknown,DONE
atom,5,quote,unknown,DONE
atom,5,quote,unknown,DONE
vivid,6,vivid_circumstance,Người muốn hàn gắn tổn thương và sửa chữa những sai lầm nuôi dạy con khi nhận ra bản thân đã có những phản ứng độc hại với con cái.,DONE
atom,6,insight,Nỗi sợ sự tổn thương không thể vãn hồi,DONE
vivid,6,vivid_insight,Nỗi sợ sự tổn thương không thể vãn hồi,DONE
atom,6,knowledge,Khả năng tái tạo của não bộ (Neuroplasticity),DONE
atom,6,knowledge,Kỹ năng Sửa chữa (The Power of Repair),DONE
vivid,6,vivid_knowledge,Kỹ năng Sửa chữa (The Power of Repair),DONE
atom,6,evidence,unknown,DONE
atom,6,story,Một người mẹ và con gái 15 tuổi-unknown,DONE
atom,6,quote,unknown,DONE
vivid,7,vivid_circumstance,Người muốn trang bị năng lực đối mặt với khó khăn cho con khi trẻ gặp thất bại hoặc bộc lộ những cảm xúc tiêu cực.,DONE
atom,7,insight,Cạm bẫy giải cứu cảm xúc,DONE
vivid,7,vivid_insight,Cạm bẫy giải cứu cảm xúc,DONE
atom,7,knowledge,Hạnh phúc vs. Sự kiên cường (Resilience > Happiness),DONE
vivid,7,vivid_knowledge,Hạnh phúc vs. Sự kiên cường (Resilience > Happiness),DONE
atom,7,knowledge,"Hỗ trợ thay vì Giải quyết (Support, not solve)",DONE
atom,7,evidence,unknown,DONE
atom,7,story,Cha mẹ và Con cái-unknown,DONE
atom,7,quote,unknown,DONE
vivid,8,vivid_circumstance,"Cha mẹ muốn thấu hiểu nguyên nhân gốc rễ đằng sau hành vi chống đối của con khi trẻ liên tục có những hành vi tồi tệ, mất kiểm soát.",DONE
atom,8,insight,Behavior-First (Ưu tiên hành vi bề mặt),DONE
vivid,8,vivid_insight,Behavior-First (Ưu tiên hành vi bề mặt),DONE
vivid,8,vivid_insight,Behavior-First (Ưu tiên hành vi bề mặt),DONE
atom,8,knowledge,Behavior is a window (Hành vi là một ô cửa sổ),DONE
vivid,8,vivid_knowledge,Behavior is a window (Hành vi là một ô cửa sổ),DONE
atom,8,knowledge,MGI (Most Generous Interpretation - Diễn dịch rộng lượng nhất),DONE
atom,8,knowledge,Connection Capital (Vốn kết nối),DONE
atom,8,evidence,unknown,DONE
atom,8,story,Một gia đình-unknown,DONE
atom,8,story,Bạn (Phụ huynh) và con trai 4 tuổi-unknown,DONE
atom,8,quote,unknown,DONE
vivid,9,vivid_circumstance,Người muốn phá vỡ sự kháng cự bướng bỉnh và thái độ xa lánh của con khi trẻ vừa làm sai một việc gì đó,DONE
atom,9,insight,Bất lực trước sự bướng bỉnh và vô cảm của con,DONE
vivid,9,vivid_insight,Bất lực trước sự bướng bỉnh và vô cảm của con,DONE
atom,9,knowledge,Khái niệm Xấu hổ (Shame) như một cơ chế sinh tồn,DONE
vivid,9,vivid_knowledge,Khái niệm Xấu hổ (Shame) như một cơ chế sinh tồn,DONE
atom,9,knowledge,Khung Nhận diện và Giảm thiểu Xấu hổ (Shame Detection and Reduction),DONE
vivid,9,vivid_knowledge,Khung Nhận diện và Giảm thiểu Xấu hổ (Shame Detection and Reduction),DONE
atom,9,knowledge,Nguyên lý Kết nối là thuốc giải độc của sự xấu hổ,DONE
atom,9,evidence,unknown,DONE
atom,9,evidence,unknown,DONE
atom,9,story,Irha và mẹ-unknown,DONE
atom,9,quote,unknown,DONE
atom,9,quote,unknown,DONE
vivid,10,vivid_circumstance,"Người làm cha mẹ muốn giải thích những vấn đề phức tạp, nhạy cảm khi con cái đặt câu hỏi khó hoặc chứng kiến sự kiện gây bối rối.",DONE
atom,10,insight,Sợ trẻ tổn thương hoặc chưa sẵn sàng,DONE
vivid,10,vivid_insight,Sợ trẻ tổn thương hoặc chưa sẵn sàng,DONE
atom,10,knowledge,Xác nhận nhận thức của trẻ (Confirming Perceptions),DONE
vivid,10,vivid_knowledge,Xác nhận nhận thức của trẻ (Confirming Perceptions),DONE
atom,10,knowledge,Thừa nhận những điều chưa biết (Labeling What You Don't Know),DONE
vivid,10,vivid_knowledge,Thừa nhận những điều chưa biết (Labeling What You Don't Know),DONE
atom,10,knowledge,Cách truyền đạt những sự thật khó khăn (Delivering Hard Truths),DONE
vivid,10,vivid_knowledge,Cách truyền đạt những sự thật khó khăn (Delivering Hard Truths),DONE
atom,10,quote,unknown,DONE
vivid,11,vivid_circumstance,Người muốn phục hồi sức khỏe tinh thần và bảo vệ bản sắc cá nhân khi đang gánh vác trách nhiệm nuôi dạy con cái mỗi ngày.,DONE
atom,11,insight,Nuôi con tận hiến (Selfless Parenting),DONE
vivid,11,vivid_insight,Nuôi con tận hiến (Selfless Parenting),DONE
atom,11,knowledge,Lãnh đạo vững vàng (The Sturdy Leader) thay vì Nuôi con tận hiến,DONE
vivid,11,vivid_knowledge,Lãnh đạo vững vàng (The Sturdy Leader) thay vì Nuôi con tận hiến,DONE
atom,11,knowledge,5 Chiến lược Tự chăm sóc dành cho cha mẹ bận rộn,DONE
atom,11,evidence,unknown,DONE
atom,11,evidence,unknown,DONE
atom,11,quote,unknown,DONE
vivid,12,vivid_circumstance,Người muốn tái lập sự gắn kết và loại bỏ các hành vi chống đối của con khi đang mắc kẹt trong vòng lặp la mắng và đe dọa vô ích hàng ngày.,DONE
atom,12,insight,Khủng hoảng vòng lặp hành vi,DONE
atom,12,knowledge,Tài khoản Vốn kết nối (Connection Capital),DONE
vivid,12,vivid_knowledge,Tài khoản Vốn kết nối (Connection Capital),DONE
atom,12,knowledge,Nguyên lý Kết nối khi bình tĩnh (Connecting when calm),DONE
atom,12,knowledge,Thay đổi kết thúc (Change the Ending / Repair),DONE
atom,12,evidence,unknown,DONE
atom,12,story,Cha mẹ của Heston và Izzy-unknown,DONE
atom,12,quote,unknown,DONE
vivid,13,vivid_circumstance,Người làm cha mẹ muốn con cái hợp tác thực hiện các yêu cầu khi trẻ đang phớt lờ lời nói của họ.,DONE
atom,13,insight,Bất lực vì con không nghe lời,DONE
vivid,13,vivid_insight,Bất lực vì con không nghe lời,DONE
atom,13,knowledge,"Bản chất thực sự của việc ""Không lắng nghe""",DONE
vivid,13,vivid_knowledge,"Bản chất thực sự của việc ""Không lắng nghe""",DONE
atom,13,knowledge,"Chiến lược ""Kết nối trước khi yêu cầu"" (Connect Before You Ask)",DONE
vivid,13,vivid_knowledge,"Chiến lược ""Kết nối trước khi yêu cầu"" (Connect Before You Ask)",DONE
atom,13,evidence,unknown,DONE
atom,13,story,Sonia và con trai Felix-unknown,DONE
atom,13,quote,unknown,DONE
atom,13,quote,unknown,DONE
vivid,14,vivid_circumstance,"Người làm cha mẹ muốn giúp con xây dựng kỹ năng điều chỉnh cảm xúc khi trẻ bùng nổ, ăn vạ do những mong muốn bị từ chối.",DONE
atom,14,insight,Bất lực và tự trách bản thân khi con ăn vạ,DONE
atom,14,insight,Bùng nổ do quá tải cảm xúc thất vọng,DONE
vivid,14,vivid_insight,Bùng nổ do quá tải cảm xúc thất vọng,DONE
atom,14,knowledge,Cơn ăn vạ cảm xúc (Emotional Tantrums),DONE
vivid,14,vivid_knowledge,Cơn ăn vạ cảm xúc (Emotional Tantrums),MISSING
atom,14,knowledge,Tự nhắc nhở về sự tốt đẹp của bản thân (Remind Yourself of Your Own Goodness),DONE
vivid,14,vivid_knowledge,Tự nhắc nhở về sự tốt đẹp của bản thân (Remind Yourself of Your Own Goodness),MISSING
atom,14,knowledge,3 Chiến lược phản hồi tại chỗ,DONE
atom,14,quote,unknown,DONE
vivid,15,vivid_circumstance,Người muốn ngăn chặn và kiểm soát hành vi bạo lực của con khi trẻ đang trong cơn khủng hoảng mất bình tĩnh.,DONE
atom,15,insight,Trẻ cố tình hư đốn và bạo lực,DONE
atom,15,insight,Sợ hãi và bất lực trước sự thù địch của con,DONE
vivid,15,vivid_insight,Sợ hãi và bất lực trước sự thù địch của con,DONE
atom,15,knowledge,Bản chất thực sự của cơn khủng hoảng bạo lực,DLQ
atom,15,knowledge,Mục tiêu kiểm soát và chứa đựng (Containment),DLQ
atom,15,knowledge,"Chiến lược ""Mẹ/Bố sẽ không để con..."" (I Won't Let You)",DLQ
atom,15,knowledge,Phân biệt sự thôi thúc (Urge) và Hành động (Action),DLQ
atom,15,knowledge,"Chiến lược ""Cô lập đám cháy"" (Contain the Fire)",DLQ
atom,15,knowledge,Nhân cách hóa cảm xúc (Personify the Feelings),DLQ
atom,15,knowledge,Kể lại câu chuyện (Telling the Story),DLQ
atom,15,evidence,unknown,DONE
atom,15,evidence,unknown,DONE
atom,15,story,Liam và mẹ Allison-unknown,DONE
atom,15,quote,unknown,DONE
vivid,16,vivid_circumstance,"Người muốn giảm bớt xung đột và xây dựng mối quan hệ hòa thuận giữa các con khi chúng tranh cãi, đánh nhau hoặc ghen tị tranh giành sự chú ý.",DONE
atom,16,insight,Nỗi sợ mất vị trí (Trẻ) & Áp lực hòa thuận (Cha mẹ),DONE
vivid,16,vivid_insight,Nỗi sợ mất vị trí (Trẻ) & Áp lực hòa thuận (Cha mẹ),DONE
atom,16,knowledge,Bản chất của xung đột: Sự an toàn gắn bó & Thứ tự sinh,DONE
vivid,16,vivid_knowledge,Bản chất của xung đột: Sự an toàn gắn bó & Thứ tự sinh,MISSING
atom,16,knowledge,"Từ bỏ ""Công bằng"", tập trung vào ""Nhu cầu cá nhân""",DONE
atom,16,knowledge,Khung 3 bước quản lý và giải quyết xung đột anh chị em,DONE
atom,16,evidence,unknown,DONE
atom,16,story,"Hari (6 tuổi), Annika (4 tuổi) và bố Ray",MISSING
atom,16,quote,unknown,DONE
vivid,17,vivid_circumstance,"Người muốn phản hồi lại thái độ chống đối của con một cách hiệu quả khi con la hét, cãi lời hoặc buông những lời tổn thương.",CAP_RESERVED
atom,17,insight,Trừng phạt để chấm dứt sự hỗn láo,DONE
atom,17,knowledge,Lăng kính Rối loạn cảm xúc (Dysregulation) thay vì Thiếu tôn trọng (Disrespect),DONE
vivid,17,vivid_knowledge,Lăng kính Rối loạn cảm xúc (Dysregulation) thay vì Thiếu tôn trọng (Disrespect),MISSING
atom,17,knowledge,"Phản hồi ""Hai điều đều đúng"" (Two Things Are True) với sự thô lỗ",DONE
vivid,17,vivid_knowledge,"Phản hồi ""Hai điều đều đúng"" (Two Things Are True) với sự thô lỗ",MISSING
atom,17,knowledge,Đừng Mắc Bẫy (Don't Take the Bait) và Kết nối khi bình tĩnh,DONE
atom,17,evidence,unknown,DONE
atom,17,story,Farrah và mẹ Heather-unknown,DONE
atom,17,quote,unknown,DONE
vivid,18,vivid_circumstance,Người muốn dập tắt tiếng rên rỉ đòi hỏi của con khi cảm thấy mất kiên nhẫn và căng thẳng tột độ.,DONE
atom,18,insight,Sự ám ảnh và tức điên trước tiếng rên rỉ,DONE
vivid,18,vivid_insight,Sự ám ảnh và tức điên trước tiếng rên rỉ,DONE
atom,18,knowledge,Công thức của sự rên rỉ (Whining = Strong desire + Powerlessness),DONE
atom,18,knowledge,Phản hồi bằng sự hài hước (Humor),DONE
atom,18,knowledge,Tự nói lại yêu cầu và bỏ qua (Restate the Request in Your Own Voice and Move On),DONE
atom,18,evidence,unknown,DONE
atom,18,evidence,unknown,DONE
atom,18,story,Adeze và mẹ Imani-unknown,DONE
atom,18,quote,unknown,DONE
atom,18,quote,unknown,DONE
vivid,19,vivid_circumstance,Phụ huynh muốn khuyến khích con cái nói sự thật khi phát hiện trẻ có hành vi che giấu hoặc phủ nhận lỗi lầm.,DONE
atom,19,insight,Nỗi sợ con trở thành kẻ dối trá thao túng,DONE
vivid,19,vivid_insight,Nỗi sợ con trở thành kẻ dối trá thao túng,DONE
atom,19,knowledge,Lời nói dối là một cơ chế tự vệ và mong ước (Lying as a wish and self-defense),DONE
vivid,19,vivid_knowledge,Lời nói dối là một cơ chế tự vệ và mong ước (Lying as a wish and self-defense),DONE
atom,19,knowledge,Định hình lại lời nói dối thành một mong ước (Reframe the Lie as a Wish),DONE
vivid,19,vivid_knowledge,Định hình lại lời nói dối thành một mong ước (Reframe the Lie as a Wish),DONE
atom,19,story,Jake và Dara-unknown,DONE
atom,19,quote,unknown,DONE
vivid,20,vivid_circumstance,Người làm cha mẹ muốn giúp con kiểm soát nỗi sợ hãi khi con hoảng loạn trước một tình huống hoặc sự vật cụ thể.,DONE
atom,20,insight,Dùng logic để trấn an nỗi sợ,DONE
atom,20,knowledge,Nhảy xuống hố cùng con (Jump into the Hole with Them),DONE
vivid,20,vivid_knowledge,Nhảy xuống hố cùng con (Jump into the Hole with Them),DONE
atom,20,knowledge,Diễn tập trước (Dry Runs),DONE
atom,20,knowledge,Kịch bản 6 bước giải quyết nỗi sợ cụ thể,DONE
atom,20,evidence,unknown,DONE
atom,20,evidence,unknown,DONE
atom,20,story,Blake và Leo-unknown,DONE
atom,20,quote,unknown,DONE
vivid,21,vivid_circumstance,"Người muốn giúp con cái xử lý sự nhút nhát khi chúng ngập ngừng, trốn tránh trong các tình huống xã hội hoặc đám đông.",DONE
atom,21,insight,Sợ con mãi nhút nhát và cô lập,DONE
vivid,21,vivid_insight,Sợ con mãi nhút nhát và cô lập,DONE
atom,21,knowledge,Sự tự tin đích thực (True Confidence),DONE
atom,21,knowledge,Phản tư về bản thân (Check In with Yourself),DONE
vivid,21,vivid_knowledge,Phản tư về bản thân (Check In with Yourself),DONE
atom,21,knowledge,"Công nhận + ""Con sẽ biết khi nào con sẵn sàng"" (Validate + ""You'll Know When You're Ready"")",DONE
atom,21,story,Jai và Nala-unknown,DONE
atom,21,story,Người lớn tại tiệc cocktail-unknown,DONE
atom,21,quote,unknown,DONE
vivid,22,vivid_circumstance,Người muốn giúp con phát triển khả năng chịu đựng sự thất vọng khi con dễ dàng bỏ cuộc hoặc nổi cáu trước những thử thách khó khăn.,CAP_RESERVED
atom,22,insight,Bế tắc khi con dễ dàng từ bỏ,DONE
vivid,22,vivid_insight,Bế tắc khi con dễ dàng từ bỏ,DONE
atom,22,knowledge,Sự bao dung của cha mẹ tạo nền tảng cho sự kiên cường của con,DONE
vivid,22,vivid_knowledge,Sự bao dung của cha mẹ tạo nền tảng cho sự kiên cường của con,DONE
atom,22,knowledge,Tư duy phát triển (Growth Mindset) vs Tư duy cố định (Fixed Mindset),DONE
atom,22,knowledge,4 Chiến lược xây dựng khả năng chịu đựng sự thất vọng,DONE
vivid,22,vivid_knowledge,4 Chiến lược xây dựng khả năng chịu đựng sự thất vọng,DONE
atom,22,story,Braeden và cha (Ethan)-unknown,MISSING
atom,22,quote,unknown,DONE
vivid,23,vivid_circumstance,"Người muốn thiết lập ranh giới và thói quen ăn uống lành mạnh khi trẻ có biểu hiện kén ăn, đòi đồ ăn vặt hoặc phản kháng trong bữa ăn.",DONE
atom,23,insight,Sợ làm cha mẹ tồi qua bữa ăn,DONE
vivid,23,vivid_insight,Sợ làm cha mẹ tồi qua bữa ăn,DONE
atom,23,knowledge,Phân chia Trách nhiệm (Division of Responsibility),DONE
vivid,23,vivid_knowledge,Phân chia Trách nhiệm (Division of Responsibility),DONE
atom,23,knowledge,Giảm thiểu lo âu quan trọng hơn lượng thức ăn (Minimizing anxiety over consumption),DONE
vivid,23,vivid_knowledge,Giảm thiểu lo âu quan trọng hơn lượng thức ăn (Minimizing anxiety over consumption),DONE
atom,23,story,Gia và mẹ Eva-unknown,DONE
atom,23,quote,unknown,DONE
vivid,24,vivid_circumstance,Người làm cha mẹ muốn dạy con cách thiết lập ranh giới cơ thể và tin tưởng vào bản thân khi đối mặt với áp lực phải làm hài lòng người khác.,DONE
atom,24,insight,Áp lực ép con làm vui lòng người khác,DONE
atom,24,knowledge,Mạch đồng thuận và Quyền tự quyết cơ thể (Circuitry for consent),DONE
atom,24,knowledge,"Chiến lược ""Mẹ tin con"" và ""Con là người duy nhất ở trong cơ thể mình""",DONE
atom,24,knowledge,Đặt câu hỏi Socrates (Socratic Questioning) về sự đồng thuận,DONE
atom,24,evidence,unknown,DONE
atom,24,story,"Kiki, Tasha và ông ngoại-unknown",DONE
atom,24,quote,unknown,DONE
atom,24,quote,unknown,DONE
vivid,25,vivid_circumstance,Người làm cha mẹ muốn giải mã nguyên nhân thực sự đằng sau những tiếng khóc của con khi trẻ bất ngờ rơi nước mắt hoặc có biểu hiện khóc lóc thái quá.,DONE
atom,25,insight,Coi nước mắt là công cụ thao túng (Fake tears),DONE
atom,25,knowledge,Nước mắt là tín hiệu của hệ thống gắn kết (Tears as Attachment Signal),DONE
vivid,25,vivid_knowledge,Nước mắt là tín hiệu của hệ thống gắn kết (Tears as Attachment Signal),DONE
atom,25,knowledge,Bình thường hóa việc khóc (Talk About Tears),DONE
atom,25,knowledge,Kết nối nước mắt với Thông điệp cơ thể (Connect Tears with Importance),DONE
atom,25,story,Abdullah và Yusuf-unknown,DONE
atom,25,quote,unknown,DONE
atom,26,insight,Niềm tin sai lầm về sự tự tin và lời khen ngợi,DONE
vivid,26,vivid_knowledge,concept: Bản chất thực sự của sự tự tin [NOT_FOUND],MISSING
vivid,26,vivid_knowledge,actionable_rule: Khen ngợi quá trình thay vì kết quả [NOT_FOUND],MISSING
vivid,26,vivid_knowledge,framework: Các chiến lược xây dựng sự tự tin [NOT_FOUND],MISSING
atom,26,story,Charlie và Clara,DLQ
atom,26,quote,unknown,DLQ
vivid,27,vivid_circumstance,"Cha mẹ muốn giúp con vượt qua sự sợ hãi khi mắc sai lầm khi con thể hiện thái độ cứng nhắc, cáu gắt hoặc sụp đổ ngay khi không đạt được kết quả hoàn hảo.",DONE
atom,27,insight,Logic Giải Quyết Hoàn Hảo,DONE
vivid,27,vivid_insight,Logic Giải Quyết Hoàn Hảo,DONE
atom,27,knowledge,Bản chất của Chủ nghĩa hoàn hảo,DONE
atom,27,knowledge,Định hướng lại Chủ nghĩa hoàn hảo,DONE
atom,27,knowledge,4 Chiến lược xử lý sự hoàn hảo,DONE
atom,27,story,Freya-unknown,DONE
atom,27,quote,unknown,DONE
vivid,28,vivid_circumstance,"Người muốn giúp con tách rời khỏi cha mẹ một cách bình an khi trẻ khóc lóc, bám víu lúc đi học hoặc khi cha mẹ vắng mặt.",DONE
atom,28,insight,Nỗi xót xa và bối rối khi con gào khóc níu kéo,DONE
vivid,28,vivid_insight,Nỗi xót xa và bối rối khi con gào khóc níu kéo,DONE
atom,28,knowledge,Nội tâm hóa sự an toàn (Internalization),DONE
atom,28,knowledge,Đối mặt với lo âu của chính cha mẹ,DONE
atom,28,knowledge,Bộ công cụ xoa dịu lo âu chia ly,DONE
vivid,28,vivid_knowledge,Bộ công cụ xoa dịu lo âu chia ly,DONE
atom,28,story,Wesley và cha (Jeff)-unknown,MISSING
atom,28,quote,unknown,DONE
vivid,29,vivid_circumstance,"Người muốn giúp con tự đi vào giấc ngủ và ngủ xuyên đêm khi trẻ liên tục quấy khóc, chống đối và đòi ngủ cùng cha mẹ.",DONE
atom,29,insight,Nỗi sợ chia ly trong bóng tối,DONE
vivid,29,vivid_insight,Nỗi sợ chia ly trong bóng tối,DONE
atom,29,knowledge,Giấc ngủ là sự chia ly (Sleep struggles are separation struggles),DONE
vivid,29,vivid_knowledge,Giấc ngủ là sự chia ly (Sleep struggles are separation struggles),DONE
